,name,hierarchy,countries,iso3
144,IMAGE 3.4|Central America,IMAGE 3.4,"['Anguilla', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Cayman Islands', 'Costa Rica', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'British Virgin Islands', 'United States Virgin Islands']","['AIA', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'CYM', 'CRI', 'DMA', 'DOM', 'SLV', 'GRD', 'GLP', 'GTM', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'NIC', 'PAN', 'PRI', 'KNA', 'LCA', 'VCT', 'TTO', 'TCA', 'VGB', 'VIR']"
145,IMAGE 3.4|Rest of Southern Africa,IMAGE 3.4,"['Angola', 'Botswana', 'Lesotho', 'Malawi', 'Mozambique', 'Namibia', 'Eswatini', 'Tanzania', 'Zambia', 'Zimbabwe']","['AGO', 'BWA', 'LSO', 'MWI', 'MOZ', 'NAM', 'SWZ', 'TZA', 'ZMB', 'ZWE']"
146,IMAGE 3.4|Rest of South America,IMAGE 3.4,"['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Uruguay', 'Venezuela']","['ARG', 'BOL', 'CHL', 'COL', 'ECU', 'GUF', 'GUY', 'PRY', 'PER', 'SUR', 'URY', 'VEN']"
147,IMAGE 3.4|Rest of South Asia,IMAGE 3.4,"['Afghanistan', 'Bangladesh', 'Bhutan', 'Maldives', 'Nepal', 'Pakistan', 'Sri Lanka']","['AFG', 'BGD', 'BTN', 'MDV', 'NPL', 'PAK', 'LKA']"
148,IMAGE 3.4|Russia Region,IMAGE 3.4,"['Armenia', 'Azerbaijan', 'Georgia', 'Russian Federation']","['ARM', 'AZE', 'GEO', 'RUS']"
149,IMAGE 3.4|South Africa,IMAGE 3.4,['South Africa'],['ZAF']
150,IMAGE 3.4|Southeastern Asia,IMAGE 3.4,"['Brunei Darussalam', 'Cambodia', 'Laos', 'Malaysia', 'Myanmar', 'Philippines', 'Singapore', 'Thailand', 'Viet Nam']","['BRN', 'KHM', 'LAO', 'MYS', 'MMR', 'PHL', 'SGP', 'THA', 'VNM']"
151,IMAGE 3.4|Central Asia,IMAGE 3.4,"['Kazakhstan', 'Kyrgyzstan', 'Tajikistan', 'Turkmenistan', 'Uzbekistan']","['KAZ', 'KGZ', 'TJK', 'TKM', 'UZB']"
152,IMAGE 3.4|Turkey,IMAGE 3.4,['Turkey'],['TUR']
153,IMAGE 3.4|Ukraine Region,IMAGE 3.4,"['Belarus', 'Moldova', 'Ukraine']","['BLR', 'MDA', 'UKR']"
154,IMAGE 3.4|United States,IMAGE 3.4,"['Saint Pierre and Miquelon', 'United States']","['SPM', 'USA']"
155,IMAGE 3.4|Western Africa,IMAGE 3.4,"['Benin', 'Burkina Faso', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Democratic Republic of the Congo', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Liberia', 'Mali', 'Mauritania', 'Niger', 'Nigeria', 'Sao Tome and Principe', 'Senegal', 'Sierra Leone', 'Saint Helena, Ascension and Tristan da Cunha', 'Togo']","['BEN', 'BFA', 'CMR', 'CPV', 'CAF', 'TCD', 'COD', 'CIV', 'GNQ', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'LBR', 'MLI', 'MRT', 'NER', 'NGA', 'STP', 'SEN', 'SLE', 'SHN', 'TGO']"
156,IMAGE 3.4|Western Europe,IMAGE 3.4,"['Andorra', 'Austria', 'Belgium', 'Denmark', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Gibraltar', 'Greece', 'Iceland', 'Ireland', 'Italy', 'Liechtenstein', 'Luxembourg', 'Malta', 'Monaco', 'Netherlands', 'Norway', 'Portugal', 'San Marino', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', 'Vatican']","['AND', 'AUT', 'BEL', 'DNK', 'FRO', 'FIN', 'FRA', 'DEU', 'GIB', 'GRC', 'ISL', 'IRL', 'ITA', 'LIE', 'LUX', 'MLT', 'MCO', 'NLD', 'NOR', 'PRT', 'SMR', 'ESP', 'SWE', 'CHE', 'GBR', 'VAT']"
157,MESSAGEix-GLOBIOM 2.1-R12|Sub-Saharan Africa,MESSAGEix-GLOBIOM 2.1-R12,"['Angola', 'Benin', 'Congo', 'Democratic Republic of the Congo', 'Burundi', 'Cameroon', 'Chad', 'Comoros', 'Central African Republic', 'Cabo Verde', 'Djibouti', 'Equatorial Guinea', 'Eswatini', 'Eritrea', 'Ethiopia', 'Gambia', 'Gabon', 'Ghana', 'Guinea', ""Côte d'Ivoire"", 'Kenya', 'Liberia', 'Madagascar', 'Mali', 'Mauritius', 'Mauritania', 'Mozambique', 'Malawi', 'Niger', 'Nigeria', 'Guinea-Bissau', 'Rwanda', 'Seychelles', 'South Africa', 'Lesotho', 'Botswana', 'Senegal', 'Sierra Leone', 'Somalia', 'Togo', 'Sao Tome and Principe', 'Tanzania', 'Uganda', 'Burkina Faso', 'Namibia', 'Zambia', 'Zimbabwe', 'Western Sahara']","['AGO', 'BEN', 'COG', 'COD', 'BDI', 'CMR', 'TCD', 'COM', 'CAF', 'CPV', 'DJI', 'GNQ', 'SWZ', 'ERI', 'ETH', 'GMB', 'GAB', 'GHA', 'GIN', 'CIV', 'KEN', 'LBR', 'MDG', 'MLI', 'MUS', 'MRT', 'MOZ', 'MWI', 'NER', 'NGA', 'GNB', 'RWA', 'SYC', 'ZAF', 'LSO', 'BWA', 'SEN', 'SLE', 'SOM', 'TGO', 'STP', 'TZA', 'UGA', 'BFA', 'NAM', 'ZMB', 'ZWE', 'ESH']"
158,MESSAGEix-GLOBIOM 2.1-R12|Rest of Centrally Planned Asia,MESSAGEix-GLOBIOM 2.1-R12,"['Cambodia', 'North Korea', 'Laos', 'Mongolia', 'Macao', 'Viet Nam']","['KHM', 'PRK', 'LAO', 'MNG', 'MAC', 'VNM']"
159,MESSAGEix-GLOBIOM 2.1-R12|China,MESSAGEix-GLOBIOM 2.1-R12,"['China', 'Hong Kong']","['CHN', 'HKG']"
160,MESSAGEix-GLOBIOM 2.1-R12|Eastern Europe,MESSAGEix-GLOBIOM 2.1-R12,"['Albania', 'Bosnia and Herzegovina', 'Bulgaria', 'Estonia', 'Czechia', 'Croatia', 'Hungary', 'Latvia', 'Lithuania', 'Slovakia', 'North Macedonia', 'Montenegro', 'Poland', 'Romania', 'Slovenia', 'Serbia']","['ALB', 'BIH', 'BGR', 'EST', 'CZE', 'HRV', 'HUN', 'LVA', 'LTU', 'SVK', 'MKD', 'MNE', 'POL', 'ROU', 'SVN', 'SRB']"
161,MESSAGEix-GLOBIOM 2.1-R12|Former Soviet Union,MESSAGEix-GLOBIOM 2.1-R12,"['Azerbaijan', 'Armenia', 'Georgia', 'Kyrgyzstan', 'Kazakhstan', 'Belarus', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['AZE', 'ARM', 'GEO', 'KGZ', 'KAZ', 'BLR', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
162,MESSAGEix-GLOBIOM 2.1-R12|Latin America and the Caribbean,MESSAGEix-GLOBIOM 2.1-R12,"['Antigua and Barbuda', 'Argentina', 'Barbados', 'Bermuda', 'Bahamas', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Cayman Islands', 'Colombia', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Falkland Islands (Malvinas)', 'Grenada', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Mexico', 'Aruba', 'Anguilla', 'Suriname', 'Nicaragua', 'Paraguay', 'Peru', 'Panama', 'Saint Kitts and Nevis', 'Saint Lucia', 'Trinidad and Tobago', 'Uruguay', 'Saint Vincent and the Grenadines', 'Venezuela', 'Guadeloupe', 'Turks and Caicos Islands']","['ATG', 'ARG', 'BRB', 'BMU', 'BHS', 'BLZ', 'BOL', 'BRA', 'CHL', 'CYM', 'COL', 'CRI', 'CUB', 'DMA', 'DOM', 'ECU', 'SLV', 'GUF', 'FLK', 'GRD', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'MEX', 'ABW', 'AIA', 'SUR', 'NIC', 'PRY', 'PER', 'PAN', 'KNA', 'LCA', 'TTO', 'URY', 'VCT', 'VEN', 'GLP', 'TCA']"
163,MESSAGEix-GLOBIOM 2.1-R12|Middle East and North Africa,MESSAGEix-GLOBIOM 2.1-R12,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Israel', 'Iraq', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'South Sudan', 'Syria', 'Tunisia', 'Yemen', 'United Arab Emirates']","['DZA', 'BHR', 'EGY', 'IRN', 'ISR', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SSD', 'SYR', 'TUN', 'YEM', 'ARE']"
164,MESSAGEix-GLOBIOM 2.1-R12|North America,MESSAGEix-GLOBIOM 2.1-R12,"['Canada', 'Guam', 'United States Minor Outlying Islands', 'Puerto Rico', 'United States', 'United States Virgin Islands']","['CAN', 'GUM', 'UMI', 'PRI', 'USA', 'VIR']"
165,MESSAGEix-GLOBIOM 2.1-R12|Pacific OECD,MESSAGEix-GLOBIOM 2.1-R12,"['Australia', 'Japan', 'New Zealand', 'Christmas Island', 'Heard Island and McDonald Islands', 'Tokelau']","['AUS', 'JPN', 'NZL', 'CXR', 'HMD', 'TKL']"
166,MESSAGEix-GLOBIOM 2.1-R12|Other Pacific Asia,MESSAGEix-GLOBIOM 2.1-R12,"['American Samoa', 'Myanmar', 'Solomon Islands', 'Brunei Darussalam', 'Cook Islands', 'Fiji', 'Micronesia', 'French Polynesia', 'Kiribati', 'South Korea', 'Malaysia', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Cocos (Keeling) Islands', 'Vanuatu', 'Nauru', 'Papua New Guinea', 'Philippines', 'Singapore', 'Thailand', 'Tonga', 'Tuvalu', 'Samoa', 'Indonesia', 'Timor-Leste', 'Palau', 'Marshall Islands', 'Taiwan']","['ASM', 'MMR', 'SLB', 'BRN', 'COK', 'FJI', 'FSM', 'PYF', 'KIR', 'KOR', 'MYS', 'NCL', 'NIU', 'MNP', 'CCK', 'VUT', 'NRU', 'PNG', 'PHL', 'SGP', 'THA', 'TON', 'TUV', 'WSM', 'IDN', 'TLS', 'PLW', 'MHL', 'TWN']"
167,MESSAGEix-GLOBIOM 2.1-R12|South Asia,MESSAGEix-GLOBIOM 2.1-R12,"['Bangladesh', 'Sri Lanka', 'Afghanistan', 'Bhutan', 'India', 'Maldives', 'Nepal', 'Pakistan']","['BGD', 'LKA', 'AFG', 'BTN', 'IND', 'MDV', 'NPL', 'PAK']"
168,MESSAGEix-GLOBIOM 2.1-R12|Western Europe,MESSAGEix-GLOBIOM 2.1-R12,"['Cyprus', 'Denmark', 'Ireland', 'Austria', 'Finland', 'France', 'Greenland', 'Germany', 'Greece', 'Iceland', 'Italy', 'Liechtenstein', 'Malta', 'Belgium', 'Faroe Islands', 'Andorra', 'Gibraltar', 'Isle of Man', 'Luxembourg', 'Monaco', 'Mayotte', 'Åland Islands', 'Norfolk Island', 'British Indian Ocean Territory', 'Netherlands', 'Norway', 'Portugal', 'Réunion', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'British Virgin Islands', 'Wallis and Futuna', 'Pitcairn', 'Saint Pierre and Miquelon', 'San Marino', 'Vatican', 'Svalbard and Jan Mayen', 'Saint Martin (French part)', 'Saint Barthélemy', 'Guernsey', 'Jersey', 'South Georgia and the South Sandwich Islands']","['CYP', 'DNK', 'IRL', 'AUT', 'FIN', 'FRA', 'GRL', 'DEU', 'GRC', 'ISL', 'ITA', 'LIE', 'MLT', 'BEL', 'FRO', 'AND', 'GIB', 'IMN', 'LUX', 'MCO', 'MYT', 'ALA', 'NFK', 'IOT', 'NLD', 'NOR', 'PRT', 'REU', 'ESP', 'SWE', 'CHE', 'TUR', 'GBR', 'VGB', 'WLF', 'PCN', 'SPM', 'SMR', 'VAT', 'SJM', 'MAF', 'BLM', 'GGY', 'JEY', 'SGS']"
169,COFFEE 1.5|Africa (excluding South Africa),COFFEE 1.5,"['Algeria', 'Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Egypt', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Libya', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Sudan', 'Sudan', 'Tanzania', 'Togo', 'Tunisia', 'Uganda', 'Western Sahara', 'Zambia']","['DZA', 'AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CPV', 'CMR', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'EGY', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'LBY', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MAR', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'SSD', 'SDN', 'TZA', 'TGO', 'TUN', 'UGA', 'ESH', 'ZMB']"
170,COFFEE 1.5|Australia & New Zealand,COFFEE 1.5,"['Australia', 'New Zealand']","['AUS', 'NZL']"
171,COFFEE 1.5|Brazil,COFFEE 1.5,['Brazil'],['BRA']
172,COFFEE 1.5|Central America,COFFEE 1.5,"['Anguilla', 'Antigua and Barbuda', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Bonaire, Sint Eustatius and Saba', 'Cayman Islands', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominica', 'Dominican Republic', 'El Salvador', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Saint Barthélemy', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Martin (French part)', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'Suriname', 'Trinidad and Tobago', 'Turks and Caicos Islands']","['AIA', 'ATG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'BES', 'CYM', 'CRI', 'CUB', 'CUW', 'DMA', 'DOM', 'SLV', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'MSR', 'NIC', 'PAN', 'BLM', 'KNA', 'LCA', 'MAF', 'VCT', 'SXM', 'SUR', 'TTO', 'TCA']"
173,COFFEE 1.5|Canada,COFFEE 1.5,"['Canada', 'Saint Helena, Ascension and Tristan da Cunha', 'Saint Pierre and Miquelon']","['CAN', 'SHN', 'SPM']"
174,COFFEE 1.5|Caspian Sea,COFFEE 1.5,"['Afghanistan', 'Armenia', 'Azerbaijan', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Pakistan', 'Tajikistan', 'Turkmenistan', 'Uzbekistan']","['AFG', 'ARM', 'AZE', 'GEO', 'KAZ', 'KGZ', 'PAK', 'TJK', 'TKM', 'UZB']"
175,COFFEE 1.5|China,COFFEE 1.5,"['China', 'Hong Kong', 'Macao']","['CHN', 'HKG', 'MAC']"
176,COFFEE 1.5|Europe,COFFEE 1.5,"['Andorra', 'Austria', 'Belgium', 'Bouvet Island', 'Bulgaria', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Gibraltar', 'Greece', 'Greenland', 'Guernsey', 'Hungary', 'Iceland', 'Ireland', 'Isle of Man', 'Italy', 'Jersey', 'Latvia', 'Liechtenstein', 'Lithuania', 'Luxembourg', 'Malta', 'Monaco', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'San Marino', 'Slovakia', 'Slovenia', 'Spain', 'Svalbard and Jan Mayen', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'Vatican', 'Åland Islands']","['AND', 'AUT', 'BEL', 'BVT', 'BGR', 'CYP', 'CZE', 'DNK', 'EST', 'FRO', 'FIN', 'FRA', 'DEU', 'GIB', 'GRC', 'GRL', 'GGY', 'HUN', 'ISL', 'IRL', 'IMN', 'ITA', 'JEY', 'LVA', 'LIE', 'LTU', 'LUX', 'MLT', 'MCO', 'NLD', 'NOR', 'POL', 'PRT', 'ROU', 'SMR', 'SVK', 'SVN', 'ESP', 'SJM', 'SWE', 'CHE', 'TUR', 'GBR', 'VAT', 'ALA']"
177,COFFEE 1.5|India,COFFEE 1.5,['India'],['IND']
178,COFFEE 1.5|Japan,COFFEE 1.5,['Japan'],['JPN']
179,COFFEE 1.5|South Korea,COFFEE 1.5,['South Korea'],['KOR']
180,COFFEE 1.5|Middle East,COFFEE 1.5,"['Bahrain', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Yemen']","['BHR', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'OMN', 'PSE', 'QAT', 'SAU', 'SYR', 'ARE', 'YEM']"
181,COFFEE 1.5|Rest of Asia and Oceania,COFFEE 1.5,"['Antarctica', 'Bangladesh', 'Bhutan', 'British Indian Ocean Territory', 'Brunei Darussalam', 'Cambodia', 'Christmas Island', 'Cocos (Keeling) Islands', 'Cook Islands', 'Fiji', 'French Polynesia', 'French Southern Territories', 'Guam', 'Heard Island and McDonald Islands', 'Indonesia', 'Kiribati', 'Laos', 'Malaysia', 'Maldives', 'Marshall Islands', 'Micronesia', 'Mongolia', 'Myanmar', 'Nauru', 'Nepal', 'New Caledonia', 'Niue', 'Norfolk Island', 'North Korea', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Philippines', 'Pitcairn', 'Samoa', 'Singapore', 'Solomon Islands', 'Sri Lanka', 'Taiwan', 'Thailand', 'Timor-Leste', 'Tokelau', 'Tonga', 'Tuvalu', 'Vanuatu', 'Viet Nam', 'Wallis and Futuna']","['ATA', 'BGD', 'BTN', 'IOT', 'BRN', 'KHM', 'CXR', 'CCK', 'COK', 'FJI', 'PYF', 'ATF', 'GUM', 'HMD', 'IDN', 'KIR', 'LAO', 'MYS', 'MDV', 'MHL', 'FSM', 'MNG', 'MMR', 'NRU', 'NPL', 'NCL', 'NIU', 'NFK', 'PRK', 'MNP', 'PLW', 'PNG', 'PHL', 'PCN', 'WSM', 'SGP', 'SLB', 'LKA', 'TWN', 'THA', 'TLS', 'TKL', 'TON', 'TUV', 'VUT', 'VNM', 'WLF']"
182,COFFEE 1.5|Russia,COFFEE 1.5,['Russian Federation'],['RUS']
183,COFFEE 1.5|South Africa,COFFEE 1.5,['South Africa'],['ZAF']
184,COFFEE 1.5|South America,COFFEE 1.5,"['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Ecuador', 'Falkland Islands (Malvinas)', 'Paraguay', 'Peru', 'South Georgia and the South Sandwich Islands', 'Uruguay', 'Venezuela']","['ARG', 'BOL', 'CHL', 'COL', 'ECU', 'FLK', 'PRY', 'PER', 'SGS', 'URY', 'VEN']"
185,COFFEE 1.5|United States,COFFEE 1.5,"['American Samoa', 'British Virgin Islands', 'Puerto Rico', 'United States', 'United States Minor Outlying Islands', 'United States Virgin Islands']","['ASM', 'VGB', 'PRI', 'USA', 'UMI', 'VIR']"
186,COFFEE 1.5|Rest of Europe,COFFEE 1.5,"['Albania', 'Belarus', 'Bosnia and Herzegovina', 'Croatia', 'Moldova', 'Montenegro', 'North Macedonia', 'Serbia', 'Ukraine']","['ALB', 'BLR', 'BIH', 'HRV', 'MDA', 'MNE', 'MKD', 'SRB', 'UKR']"
187,WITCH 6.0|Brazil,WITCH 6.0,['Brazil'],['BRA']
188,WITCH 6.0|Canada,WITCH 6.0,"['Canada', 'Saint Pierre and Miquelon']","['CAN', 'SPM']"
189,WITCH 6.0|China,WITCH 6.0,"['China', 'Hong Kong', 'Macao', 'Taiwan']","['CHN', 'HKG', 'MAC', 'TWN']"
190,WITCH 6.0|Europe (EU+EFTA+Balkan Countries and Turkey),WITCH 6.0,"['Bulgaria', 'Cyprus', 'Czechia', 'Estonia', 'Hungary', 'Lithuania', 'Latvia', 'Poland', 'Romania', 'Slovakia', 'Slovenia', 'Malta', 'Croatia', 'Austria', 'Belgium', 'Germany', 'Denmark', 'Spain', 'Finland', 'France', 'United Kingdom', 'Greece', 'Ireland', 'Italy', 'Luxembourg', 'Netherlands', 'Portugal', 'Sweden', 'Liechtenstein', 'Norway', 'Switzerland', 'Greenland', 'Iceland', 'Faroe Islands', 'Åland Islands', 'Andorra', 'Guernsey', 'Gibraltar', 'Isle of Man', 'Jersey', 'Monaco', 'Svalbard and Jan Mayen', 'San Marino', 'Vatican', 'Bosnia and Herzegovina', 'Albania', 'North Macedonia', 'Montenegro', 'Serbia']","['BGR', 'CYP', 'CZE', 'EST', 'HUN', 'LTU', 'LVA', 'POL', 'ROU', 'SVK', 'SVN', 'MLT', 'HRV', 'AUT', 'BEL', 'DEU', 'DNK', 'ESP', 'FIN', 'FRA', 'GBR', 'GRC', 'IRL', 'ITA', 'LUX', 'NLD', 'PRT', 'SWE', 'LIE', 'NOR', 'CHE', 'GRL', 'ISL', 'FRO', 'ALA', 'AND', 'GGY', 'GIB', 'IMN', 'JEY', 'MCO', 'SJM', 'SMR', 'VAT', 'BIH', 'ALB', 'MKD', 'MNE', 'SRB']"
191,WITCH 6.0|India,WITCH 6.0,['India'],['IND']
192,WITCH 6.0|Indonesia,WITCH 6.0,['Indonesia'],['IDN']
193,WITCH 6.0|Japan and Korea,WITCH 6.0,"['Japan', 'South Korea', 'North Korea']","['JPN', 'KOR', 'PRK']"
194,WITCH 6.0|Latin America and the Caribbean,WITCH 6.0,"['Antarctica', 'Bermuda', 'South Georgia and the South Sandwich Islands', 'Turks and Caicos Islands', 'British Virgin Islands', 'United States Virgin Islands', 'Aruba', 'Anguilla', 'Argentina', 'Antigua and Barbuda', 'Bonaire, Sint Eustatius and Saba', 'Bahamas', 'Saint Barthélemy', 'Belize', 'Bolivia', 'Barbados', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Cayman Islands', 'Dominica', 'Dominican Republic', 'Ecuador', 'Falkland Islands (Malvinas)', 'Guadeloupe', 'Grenada', 'Guatemala', 'French Guiana', 'Guyana', 'Honduras', 'Haiti', 'Jamaica', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Martin (French part)', 'Montserrat', 'Martinique', 'Nicaragua', 'Panama', 'Peru', 'Puerto Rico', 'Paraguay', 'El Salvador', 'Suriname', 'Sint Maarten (Dutch part)', 'Trinidad and Tobago', 'Uruguay', 'Saint Vincent and the Grenadines', 'Venezuela']","['ATA', 'BMU', 'SGS', 'TCA', 'VGB', 'VIR', 'ABW', 'AIA', 'ARG', 'ATG', 'BES', 'BHS', 'BLM', 'BLZ', 'BOL', 'BRB', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'CYM', 'DMA', 'DOM', 'ECU', 'FLK', 'GLP', 'GRD', 'GTM', 'GUF', 'GUY', 'HND', 'HTI', 'JAM', 'KNA', 'LCA', 'MAF', 'MSR', 'MTQ', 'NIC', 'PAN', 'PER', 'PRI', 'PRY', 'SLV', 'SUR', 'SXM', 'TTO', 'URY', 'VCT', 'VEN']"
195,WITCH 6.0|Middle East and North Africa,WITCH 6.0,"['United Arab Emirates', 'Bahrain', 'Algeria', 'Egypt', 'Western Sahara', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Syria', 'Tunisia', 'Yemen']","['ARE', 'BHR', 'DZA', 'EGY', 'ESH', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SYR', 'TUN', 'YEM']"
196,WITCH 6.0|Mexico,WITCH 6.0,['Mexico'],['MEX']
197,"WITCH 6.0|Australia, New Zealand, and Oceania islands",WITCH 6.0,"['New Zealand', 'Australia', 'Christmas Island', 'Cook Islands', 'Heard Island and McDonald Islands', 'Norfolk Island', 'Niue', 'Nauru', 'Pitcairn', 'Tokelau', 'Tuvalu', 'United States Minor Outlying Islands', 'Wallis and Futuna', 'Fiji', 'Papua New Guinea', 'Micronesia', 'Guam', 'American Samoa', 'Timor-Leste', 'French Polynesia', 'Kiribati', 'Northern Mariana Islands', 'Marshall Islands', 'New Caledonia', 'Palau', 'Samoa', 'Solomon Islands', 'Tonga', 'Vanuatu']","['NZL', 'AUS', 'CXR', 'COK', 'HMD', 'NFK', 'NIU', 'NRU', 'PCN', 'TKL', 'TUV', 'UMI', 'WLF', 'FJI', 'PNG', 'FSM', 'GUM', 'ASM', 'TLS', 'PYF', 'KIR', 'MNP', 'MHL', 'NCL', 'PLW', 'WSM', 'SLB', 'TON', 'VUT']"
198,WITCH 6.0|South Asia,WITCH 6.0,"['Afghanistan', 'Bangladesh', 'Bhutan', 'Sri Lanka', 'Maldives', 'Nepal', 'Pakistan']","['AFG', 'BGD', 'BTN', 'LKA', 'MDV', 'NPL', 'PAK']"
199,WITCH 6.0|South East Asia,WITCH 6.0,"['Brunei Darussalam', 'Cocos (Keeling) Islands', 'Cambodia', 'Laos', 'Myanmar', 'Malaysia', 'Philippines', 'Singapore', 'Thailand', 'Viet Nam']","['BRN', 'CCK', 'KHM', 'LAO', 'MMR', 'MYS', 'PHL', 'SGP', 'THA', 'VNM']"
200,WITCH 6.0|South Africa,WITCH 6.0,['South Africa'],['ZAF']
