,name,hierarchy,countries,iso3
213,MESSAGEix-GLOBIOM 2.1-R12|Latin America and the Caribbean,MESSAGEix-GLOBIOM 2.1-R12,"['Antigua and Barbuda', 'Argentina', 'Barbados', 'Bermuda', 'Bahamas', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Cayman Islands', 'Colombia', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Falkland Islands (Malvinas)', 'Grenada', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Mexico', 'Aruba', 'Anguilla', 'Suriname', 'Nicaragua', 'Paraguay', 'Peru', 'Panama', 'Saint Kitts and Nevis', 'Saint Lucia', 'Trinidad and Tobago', 'Uruguay', 'Saint Vincent and the Grenadines', 'Venezuela', 'Guadeloupe', 'Turks and Caicos Islands']","['ATG', 'ARG', 'BRB', 'BMU', 'BHS', 'BLZ', 'BOL', 'BRA', 'CHL', 'CYM', 'COL', 'CRI', 'CUB', 'DMA', 'DOM', 'ECU', 'SLV', 'GUF', 'FLK', 'GRD', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'MEX', 'ABW', 'AIA', 'SUR', 'NIC', 'PRY', 'PER', 'PAN', 'KNA', 'LCA', 'TTO', 'URY', 'VCT', 'VEN', 'GLP', 'TCA']"
214,MESSAGEix-GLOBIOM 2.1-R12|Middle East and North Africa,MESSAGEix-GLOBIOM 2.1-R12,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Israel', 'Iraq', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'South Sudan', 'Syria', 'Tunisia', 'Yemen', 'United Arab Emirates']","['DZA', 'BHR', 'EGY', 'IRN', 'ISR', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SSD', 'SYR', 'TUN', 'YEM', 'ARE']"
215,MESSAGEix-GLOBIOM 2.1-R12|North America,MESSAGEix-GLOBIOM 2.1-R12,"['Canada', 'Guam', 'United States Minor Outlying Islands', 'Puerto Rico', 'United States', 'United States Virgin Islands']","['CAN', 'GUM', 'UMI', 'PRI', 'USA', 'VIR']"
216,MESSAGEix-GLOBIOM 2.1-R12|Pacific OECD,MESSAGEix-GLOBIOM 2.1-R12,"['Australia', 'Japan', 'New Zealand', 'Christmas Island', 'Heard Island and McDonald Islands', 'Tokelau']","['AUS', 'JPN', 'NZL', 'CXR', 'HMD', 'TKL']"
217,MESSAGEix-GLOBIOM 2.1-R12|Other Pacific Asia,MESSAGEix-GLOBIOM 2.1-R12,"['American Samoa', 'Myanmar', 'Solomon Islands', 'Brunei Darussalam', 'Cook Islands', 'Fiji', 'Micronesia', 'French Polynesia', 'Kiribati', 'South Korea', 'Malaysia', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Cocos (Keeling) Islands', 'Vanuatu', 'Nauru', 'Papua New Guinea', 'Philippines', 'Singapore', 'Thailand', 'Tonga', 'Tuvalu', 'Samoa', 'Indonesia', 'Timor-Leste', 'Palau', 'Marshall Islands', 'Taiwan']","['ASM', 'MMR', 'SLB', 'BRN', 'COK', 'FJI', 'FSM', 'PYF', 'KIR', 'KOR', 'MYS', 'NCL', 'NIU', 'MNP', 'CCK', 'VUT', 'NRU', 'PNG', 'PHL', 'SGP', 'THA', 'TON', 'TUV', 'WSM', 'IDN', 'TLS', 'PLW', 'MHL', 'TWN']"
218,MESSAGEix-GLOBIOM 2.1-R12|South Asia,MESSAGEix-GLOBIOM 2.1-R12,"['Bangladesh', 'Sri Lanka', 'Afghanistan', 'Bhutan', 'India', 'Maldives', 'Nepal', 'Pakistan']","['BGD', 'LKA', 'AFG', 'BTN', 'IND', 'MDV', 'NPL', 'PAK']"
219,MESSAGEix-GLOBIOM 2.1-R12|Western Europe,MESSAGEix-GLOBIOM 2.1-R12,"['Cyprus', 'Denmark', 'Ireland', 'Austria', 'Finland', 'France', 'Greenland', 'Germany', 'Greece', 'Iceland', 'Italy', 'Liechtenstein', 'Malta', 'Belgium', 'Faroe Islands', 'Andorra', 'Gibraltar', 'Isle of Man', 'Luxembourg', 'Monaco', 'Mayotte', 'Åland Islands', 'Norfolk Island', 'British Indian Ocean Territory', 'Netherlands', 'Norway', 'Portugal', 'Réunion', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'British Virgin Islands', 'Wallis and Futuna', 'Pitcairn', 'Saint Pierre and Miquelon', 'San Marino', 'Vatican', 'Svalbard and Jan Mayen', 'Saint Martin (French part)', 'Saint Barthélemy', 'Guernsey', 'Jersey', 'South Georgia and the South Sandwich Islands']","['CYP', 'DNK', 'IRL', 'AUT', 'FIN', 'FRA', 'GRL', 'DEU', 'GRC', 'ISL', 'ITA', 'LIE', 'MLT', 'BEL', 'FRO', 'AND', 'GIB', 'IMN', 'LUX', 'MCO', 'MYT', 'ALA', 'NFK', 'IOT', 'NLD', 'NOR', 'PRT', 'REU', 'ESP', 'SWE', 'CHE', 'TUR', 'GBR', 'VGB', 'WLF', 'PCN', 'SPM', 'SMR', 'VAT', 'SJM', 'MAF', 'BLM', 'GGY', 'JEY', 'SGS']"
220,"REMIND-MAgPIE 3.4-4.8|Canada, Australia, New Zealand",REMIND-MAgPIE 3.4-4.8,"['Australia', 'Canada', 'Heard Island and McDonald Islands', 'New Zealand', 'Saint Pierre and Miquelon']","['AUS', 'CAN', 'HMD', 'NZL', 'SPM']"
221,REMIND-MAgPIE 3.4-4.8|China and Taiwan,REMIND-MAgPIE 3.4-4.8,"['China', 'Hong Kong', 'Macao', 'Taiwan']","['CHN', 'HKG', 'MAC', 'TWN']"
222,REMIND-MAgPIE 3.4-4.8|India,REMIND-MAgPIE 3.4-4.8,['India'],['IND']
223,REMIND-MAgPIE 3.4-4.8|Japan,REMIND-MAgPIE 3.4-4.8,['Japan'],['JPN']
224,REMIND-MAgPIE 3.4-4.8|Other Asia,REMIND-MAgPIE 3.4-4.8,"['Afghanistan', 'American Samoa', 'Bangladesh', 'Bhutan', 'British Indian Ocean Territory', 'Brunei Darussalam', 'Cambodia', 'Christmas Island', 'Cocos (Keeling) Islands', 'Cook Islands', 'Fiji', 'French Polynesia', 'French Southern Territories', 'Guam', 'Indonesia', 'Kiribati', 'Laos', 'Malaysia', 'Maldives', 'Marshall Islands', 'Micronesia', 'Mongolia', 'Myanmar', 'Nauru', 'Nepal', 'New Caledonia', 'Niue', 'Norfolk Island', 'North Korea', 'Northern Mariana Islands', 'Pakistan', 'Palau', 'Papua New Guinea', 'Philippines', 'Pitcairn', 'Samoa', 'Singapore', 'Solomon Islands', 'South Korea', 'Sri Lanka', 'Thailand', 'Timor-Leste', 'Tokelau', 'Tonga', 'Tuvalu', 'United States Minor Outlying Islands', 'Vanuatu', 'Viet Nam', 'Wallis and Futuna']","['AFG', 'ASM', 'BGD', 'BTN', 'IOT', 'BRN', 'KHM', 'CXR', 'CCK', 'COK', 'FJI', 'PYF', 'ATF', 'GUM', 'IDN', 'KIR', 'LAO', 'MYS', 'MDV', 'MHL', 'FSM', 'MNG', 'MMR', 'NRU', 'NPL', 'NCL', 'NIU', 'NFK', 'PRK', 'MNP', 'PAK', 'PLW', 'PNG', 'PHL', 'PCN', 'WSM', 'SGP', 'SLB', 'KOR', 'LKA', 'THA', 'TLS', 'TKL', 'TON', 'TUV', 'UMI', 'VUT', 'VNM', 'WLF']"
225,REMIND-MAgPIE 3.4-4.8|Latin America and the Caribbean,REMIND-MAgPIE 3.4-4.8,"['Anguilla', 'Antarctica', 'Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Bolivia', 'Bonaire, Sint Eustatius and Saba', 'Bouvet Island', 'Brazil', 'British Virgin Islands', 'Cayman Islands', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Curaçao', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Falkland Islands (Malvinas)', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Saint Barthélemy', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Martin (French part)', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'South Georgia and the South Sandwich Islands', 'Suriname', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['AIA', 'ATA', 'ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'BOL', 'BES', 'BVT', 'BRA', 'VGB', 'CYM', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'CUW', 'DMA', 'DOM', 'ECU', 'SLV', 'FLK', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'MSR', 'NIC', 'PAN', 'PRY', 'PER', 'PRI', 'BLM', 'KNA', 'LCA', 'MAF', 'VCT', 'SXM', 'SGS', 'SUR', 'TTO', 'TCA', 'VIR', 'URY', 'VEN']"
226,REMIND-MAgPIE 3.4-4.8|Middle East and North Africa,REMIND-MAgPIE 3.4-4.8,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'Syria', 'Tunisia', 'United Arab Emirates', 'Western Sahara', 'Yemen']","['DZA', 'BHR', 'EGY', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'ARE', 'ESH', 'YEM']"
227,REMIND-MAgPIE 3.4-4.8|Russia and Reforming Economies,REMIND-MAgPIE 3.4-4.8,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
228,REMIND-MAgPIE 3.4-4.8|Sub-Saharan Africa,REMIND-MAgPIE 3.4-4.8,"['Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Saint Helena, Ascension and Tristan da Cunha', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Tanzania', 'Togo', 'Uganda', 'Zambia', 'Zimbabwe']","['AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CPV', 'CMR', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'SHN', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'TZA', 'TGO', 'UGA', 'ZMB', 'ZWE']"
229,REMIND-MAgPIE 3.4-4.8|United States of America,REMIND-MAgPIE 3.4-4.8,['United States'],['USA']
230,REMIND-MAgPIE 3.4-4.8|EU 28,REMIND-MAgPIE 3.4-4.8,"['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Gibraltar', 'Gibraltar', 'Greece', 'Guernsey', 'Guernsey', 'Hungary', 'Ireland', 'Isle of Man', 'Italy', 'Italy', 'Jersey', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'United Kingdom', 'Åland Islands']","['AUT', 'BEL', 'BGR', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FRO', 'FIN', 'FRA', 'DEU', 'GIB', 'GIB', 'GRC', 'GGY', 'GGY', 'HUN', 'IRL', 'IMN', 'ITA', 'ITA', 'JEY', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'ESP', 'SWE', 'GBR', 'ALA']"
231,REMIND-MAgPIE 3.4-4.8|Non-EU28 Europe,REMIND-MAgPIE 3.4-4.8,"['Albania', 'Andorra', 'Bosnia and Herzegovina', 'Greenland', 'Iceland', 'Liechtenstein', 'Monaco', 'Montenegro', 'North Macedonia', 'Norway', 'San Marino', 'Serbia', 'Svalbard and Jan Mayen', 'Switzerland', 'Turkey', 'Vatican']","['ALB', 'AND', 'BIH', 'GRL', 'ISL', 'LIE', 'MCO', 'MNE', 'MKD', 'NOR', 'SMR', 'SRB', 'SJM', 'CHE', 'TUR', 'VAT']"
232,"REMIND 3.1|Canada, Australia, New Zealand",REMIND 3.1,"['Australia', 'Canada', 'Heard Island and McDonald Islands', 'New Zealand', 'Saint Pierre and Miquelon']","['AUS', 'CAN', 'HMD', 'NZL', 'SPM']"
233,REMIND 3.1|China and Taiwan,REMIND 3.1,"['China', 'Hong Kong', 'Macao', 'Taiwan']","['CHN', 'HKG', 'MAC', 'TWN']"
234,REMIND 3.1|India,REMIND 3.1,['India'],['IND']
235,REMIND 3.1|Japan,REMIND 3.1,['Japan'],['JPN']
236,REMIND 3.1|Other Asia,REMIND 3.1,"['Afghanistan', 'American Samoa', 'Bangladesh', 'Bhutan', 'British Indian Ocean Territory', 'Brunei Darussalam', 'Cambodia', 'Christmas Island', 'Cocos (Keeling) Islands', 'Cook Islands', 'Fiji', 'French Polynesia', 'French Southern Territories', 'Guam', 'Indonesia', 'Kiribati', 'Laos', 'Malaysia', 'Maldives', 'Marshall Islands', 'Micronesia', 'Mongolia', 'Myanmar', 'Nauru', 'Nepal', 'New Caledonia', 'Niue', 'Norfolk Island', 'North Korea', 'Northern Mariana Islands', 'Pakistan', 'Palau', 'Papua New Guinea', 'Philippines', 'Pitcairn', 'Samoa', 'Singapore', 'Solomon Islands', 'South Korea', 'Sri Lanka', 'Thailand', 'Timor-Leste', 'Tokelau', 'Tonga', 'Tuvalu', 'United States Minor Outlying Islands', 'Vanuatu', 'Viet Nam', 'Wallis and Futuna']","['AFG', 'ASM', 'BGD', 'BTN', 'IOT', 'BRN', 'KHM', 'CXR', 'CCK', 'COK', 'FJI', 'PYF', 'ATF', 'GUM', 'IDN', 'KIR', 'LAO', 'MYS', 'MDV', 'MHL', 'FSM', 'MNG', 'MMR', 'NRU', 'NPL', 'NCL', 'NIU', 'NFK', 'PRK', 'MNP', 'PAK', 'PLW', 'PNG', 'PHL', 'PCN', 'WSM', 'SGP', 'SLB', 'KOR', 'LKA', 'THA', 'TLS', 'TKL', 'TON', 'TUV', 'UMI', 'VUT', 'VNM', 'WLF']"
237,REMIND 3.1|Latin America and the Caribbean,REMIND 3.1,"['Anguilla', 'Antarctica', 'Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Bolivia', 'Bonaire, Sint Eustatius and Saba', 'Bouvet Island', 'Brazil', 'British Virgin Islands', 'Cayman Islands', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Curaçao', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Falkland Islands (Malvinas)', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Saint Barthélemy', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Martin (French part)', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'South Georgia and the South Sandwich Islands', 'Suriname', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['AIA', 'ATA', 'ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'BOL', 'BES', 'BVT', 'BRA', 'VGB', 'CYM', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'CUW', 'DMA', 'DOM', 'ECU', 'SLV', 'FLK', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'MSR', 'NIC', 'PAN', 'PRY', 'PER', 'PRI', 'BLM', 'KNA', 'LCA', 'MAF', 'VCT', 'SXM', 'SGS', 'SUR', 'TTO', 'TCA', 'VIR', 'URY', 'VEN']"
238,REMIND 3.1|Middle East and North Africa,REMIND 3.1,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'Syria', 'Tunisia', 'United Arab Emirates', 'Western Sahara', 'Yemen']","['DZA', 'BHR', 'EGY', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'ARE', 'ESH', 'YEM']"
239,REMIND 3.1|Russia and Reforming Economies,REMIND 3.1,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
240,REMIND 3.1|Sub-Saharan Africa,REMIND 3.1,"['Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Saint Helena, Ascension and Tristan da Cunha', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Tanzania', 'Togo', 'Uganda', 'Zambia', 'Zimbabwe']","['AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CPV', 'CMR', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'SHN', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'TZA', 'TGO', 'UGA', 'ZMB', 'ZWE']"
241,REMIND 3.1|United States of America,REMIND 3.1,['United States'],['USA']
242,REMIND 3.1|EU 28,REMIND 3.1,"['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Gibraltar', 'Gibraltar', 'Greece', 'Guernsey', 'Guernsey', 'Hungary', 'Ireland', 'Isle of Man', 'Italy', 'Italy', 'Jersey', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'United Kingdom', 'Åland Islands']","['AUT', 'BEL', 'BGR', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FRO', 'FIN', 'FRA', 'DEU', 'GIB', 'GIB', 'GRC', 'GGY', 'GGY', 'HUN', 'IRL', 'IMN', 'ITA', 'ITA', 'JEY', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'ESP', 'SWE', 'GBR', 'ALA']"
243,REMIND 3.1|Non-EU28 Europe,REMIND 3.1,"['Albania', 'Andorra', 'Bosnia and Herzegovina', 'Greenland', 'Iceland', 'Liechtenstein', 'Monaco', 'Montenegro', 'North Macedonia', 'Norway', 'San Marino', 'Serbia', 'Svalbard and Jan Mayen', 'Switzerland', 'Turkey', 'Vatican']","['ALB', 'AND', 'BIH', 'GRL', 'ISL', 'LIE', 'MCO', 'MNE', 'MKD', 'NOR', 'SMR', 'SRB', 'SJM', 'CHE', 'TUR', 'VAT']"
244,REMIND 3.1|Germany,REMIND 3.1,['Germany'],['DEU']
245,REMIND 3.1|France,REMIND 3.1,['France'],['FRA']
246,REMIND 3.1|United Kingdom and Ireland,REMIND 3.1,"['Gibraltar', 'Guernsey', 'Ireland', 'Isle of Man', 'Jersey', 'United Kingdom']","['GIB', 'GGY', 'IRL', 'IMN', 'JEY', 'GBR']"
247,REMIND 3.1|EU Center-East Europe,REMIND 3.1,"['Czechia', 'Estonia', 'Latvia', 'Lithuania', 'Poland', 'Slovakia']","['CZE', 'EST', 'LVA', 'LTU', 'POL', 'SVK']"
248,REMIND 3.1|EU Center-South Europe,REMIND 3.1,"['Bulgaria', 'Croatia', 'Hungary', 'Romania', 'Slovenia']","['BGR', 'HRV', 'HUN', 'ROU', 'SVN']"
249,REMIND 3.1|EU North-Center Europe,REMIND 3.1,"['Denmark', 'Faroe Islands', 'Finland', 'Sweden', 'Åland Islands']","['DNK', 'FRO', 'FIN', 'SWE', 'ALA']"
250,REMIND 3.1|EU South-Center Europe,REMIND 3.1,"['Cyprus', 'Greece', 'Italy', 'Malta']","['CYP', 'GRC', 'ITA', 'MLT']"
251,REMIND 3.1|EU South-West Europe,REMIND 3.1,"['Portugal', 'Spain']","['PRT', 'ESP']"
252,REMIND 3.1|EU North-West Europe,REMIND 3.1,"['Austria', 'Belgium', 'Luxembourg', 'Netherlands']","['AUT', 'BEL', 'LUX', 'NLD']"
253,REMIND 3.1|Non-EU Northern Europe,REMIND 3.1,"['Greenland', 'Iceland', 'Liechtenstein', 'Norway', 'Svalbard and Jan Mayen', 'Switzerland']","['GRL', 'ISL', 'LIE', 'NOR', 'SJM', 'CHE']"
254,REMIND 3.1|Non-EU Southern Europe,REMIND 3.1,"['Albania', 'Andorra', 'Bosnia and Herzegovina', 'Monaco', 'Montenegro', 'North Macedonia', 'San Marino', 'Serbia', 'Turkey', 'Vatican']","['ALB', 'AND', 'BIH', 'MCO', 'MNE', 'MKD', 'SMR', 'SRB', 'TUR', 'VAT']"
255,REMIND 3.1|EU 27,REMIND 3.1,"['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Åland Islands']","['AUT', 'BEL', 'BGR', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FRO', 'FIN', 'FRA', 'DEU', 'GRC', 'HUN', 'ITA', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'ESP', 'SWE', 'ALA']"
256,WITCH 6.0|Brazil,WITCH 6.0,['Brazil'],['BRA']
257,WITCH 6.0|Canada,WITCH 6.0,"['Canada', 'Saint Pierre and Miquelon']","['CAN', 'SPM']"
258,WITCH 6.0|China,WITCH 6.0,"['China', 'Hong Kong', 'Macao', 'Taiwan']","['CHN', 'HKG', 'MAC', 'TWN']"
259,WITCH 6.0|Europe,WITCH 6.0,"['Bulgaria', 'Cyprus', 'Czechia', 'Estonia', 'Hungary', 'Lithuania', 'Latvia', 'Poland', 'Romania', 'Slovakia', 'Slovenia', 'Malta', 'Croatia', 'Austria', 'Belgium', 'Germany', 'Denmark', 'Spain', 'Finland', 'France', 'United Kingdom', 'Greece', 'Ireland', 'Italy', 'Luxembourg', 'Netherlands', 'Portugal', 'Sweden', 'Liechtenstein', 'Norway', 'Switzerland', 'Greenland', 'Iceland', 'Faroe Islands', 'Åland Islands', 'Andorra', 'Guernsey', 'Gibraltar', 'Isle of Man', 'Jersey', 'Monaco', 'Svalbard and Jan Mayen', 'San Marino', 'Vatican', 'Bosnia and Herzegovina', 'Albania', 'North Macedonia', 'Montenegro', 'Serbia']","['BGR', 'CYP', 'CZE', 'EST', 'HUN', 'LTU', 'LVA', 'POL', 'ROU', 'SVK', 'SVN', 'MLT', 'HRV', 'AUT', 'BEL', 'DEU', 'DNK', 'ESP', 'FIN', 'FRA', 'GBR', 'GRC', 'IRL', 'ITA', 'LUX', 'NLD', 'PRT', 'SWE', 'LIE', 'NOR', 'CHE', 'GRL', 'ISL', 'FRO', 'ALA', 'AND', 'GGY', 'GIB', 'IMN', 'JEY', 'MCO', 'SJM', 'SMR', 'VAT', 'BIH', 'ALB', 'MKD', 'MNE', 'SRB']"
260,WITCH 6.0|India,WITCH 6.0,['India'],['IND']
261,WITCH 6.0|Indonesia,WITCH 6.0,['Indonesia'],['IDN']
262,WITCH 6.0|Japan and Korea,WITCH 6.0,"['Japan', 'South Korea', 'North Korea']","['JPN', 'KOR', 'PRK']"
