,name,hierarchy,countries,iso3
154,IMAGE 3.4|Japan,IMAGE 3.4,['Japan'],['JPN']
155,IMAGE 3.4|Korea Region,IMAGE 3.4,"['South Korea', 'North Korea']","['KOR', 'PRK']"
156,IMAGE 3.4|Middle East,IMAGE 3.4,"['Bahrain', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Yemen']","['BHR', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'OMN', 'PSE', 'QAT', 'SAU', 'SYR', 'ARE', 'YEM']"
157,IMAGE 3.4|Mexico,IMAGE 3.4,['Mexico'],['MEX']
158,IMAGE 3.4|Northern Africa,IMAGE 3.4,"['Algeria', 'Egypt', 'Libya', 'Morocco', 'Tunisia', 'Western Sahara']","['DZA', 'EGY', 'LBY', 'MAR', 'TUN', 'ESH']"
159,IMAGE 3.4|Oceania,IMAGE 3.4,"['American Samoa', 'Australia', 'Cook Islands', 'Fiji', 'French Polynesia', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Caledonia', 'New Zealand', 'Niue', 'Northern Mariana Islands', 'Palau', 'Pitcairn', 'Samoa', 'Solomon Islands', 'Tokelau', 'Tonga', 'Tuvalu', 'Vanuatu', 'Wallis and Futuna']","['ASM', 'AUS', 'COK', 'FJI', 'PYF', 'KIR', 'MHL', 'FSM', 'NRU', 'NCL', 'NZL', 'NIU', 'MNP', 'PLW', 'PCN', 'WSM', 'SLB', 'TKL', 'TON', 'TUV', 'VUT', 'WLF']"
160,IMAGE 3.4|Central America,IMAGE 3.4,"['Anguilla', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Cayman Islands', 'Costa Rica', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'British Virgin Islands', 'United States Virgin Islands']","['AIA', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'CYM', 'CRI', 'DMA', 'DOM', 'SLV', 'GRD', 'GLP', 'GTM', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'NIC', 'PAN', 'PRI', 'KNA', 'LCA', 'VCT', 'TTO', 'TCA', 'VGB', 'VIR']"
161,IMAGE 3.4|Rest of Southern Africa,IMAGE 3.4,"['Angola', 'Botswana', 'Lesotho', 'Malawi', 'Mozambique', 'Namibia', 'Eswatini', 'Tanzania', 'Zambia', 'Zimbabwe']","['AGO', 'BWA', 'LSO', 'MWI', 'MOZ', 'NAM', 'SWZ', 'TZA', 'ZMB', 'ZWE']"
162,IMAGE 3.4|Rest of South America,IMAGE 3.4,"['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Uruguay', 'Venezuela']","['ARG', 'BOL', 'CHL', 'COL', 'ECU', 'GUF', 'GUY', 'PRY', 'PER', 'SUR', 'URY', 'VEN']"
163,IMAGE 3.4|Rest of South Asia,IMAGE 3.4,"['Afghanistan', 'Bangladesh', 'Bhutan', 'Maldives', 'Nepal', 'Pakistan', 'Sri Lanka']","['AFG', 'BGD', 'BTN', 'MDV', 'NPL', 'PAK', 'LKA']"
164,IMAGE 3.4|Russia Region,IMAGE 3.4,"['Armenia', 'Azerbaijan', 'Georgia', 'Russian Federation']","['ARM', 'AZE', 'GEO', 'RUS']"
165,IMAGE 3.4|South Africa,IMAGE 3.4,['South Africa'],['ZAF']
166,IMAGE 3.4|Southeastern Asia,IMAGE 3.4,"['Brunei Darussalam', 'Cambodia', 'Laos', 'Malaysia', 'Myanmar', 'Philippines', 'Singapore', 'Thailand', 'Viet Nam']","['BRN', 'KHM', 'LAO', 'MYS', 'MMR', 'PHL', 'SGP', 'THA', 'VNM']"
167,IMAGE 3.4|Central Asia,IMAGE 3.4,"['Kazakhstan', 'Kyrgyzstan', 'Tajikistan', 'Turkmenistan', 'Uzbekistan']","['KAZ', 'KGZ', 'TJK', 'TKM', 'UZB']"
168,IMAGE 3.4|Turkey,IMAGE 3.4,['Turkey'],['TUR']
169,IMAGE 3.4|Ukraine Region,IMAGE 3.4,"['Belarus', 'Moldova', 'Ukraine']","['BLR', 'MDA', 'UKR']"
170,IMAGE 3.4|United States,IMAGE 3.4,"['Saint Pierre and Miquelon', 'United States']","['SPM', 'USA']"
171,IMAGE 3.4|Western Africa,IMAGE 3.4,"['Benin', 'Burkina Faso', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Democratic Republic of the Congo', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Liberia', 'Mali', 'Mauritania', 'Niger', 'Nigeria', 'Sao Tome and Principe', 'Senegal', 'Sierra Leone', 'Saint Helena, Ascension and Tristan da Cunha', 'Togo']","['BEN', 'BFA', 'CMR', 'CPV', 'CAF', 'TCD', 'COD', 'CIV', 'GNQ', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'LBR', 'MLI', 'MRT', 'NER', 'NGA', 'STP', 'SEN', 'SLE', 'SHN', 'TGO']"
172,IMAGE 3.4|Western Europe,IMAGE 3.4,"['Andorra', 'Austria', 'Belgium', 'Denmark', 'Faroe Islands', 'Finland', 'France', 'Germany', 'Gibraltar', 'Greece', 'Iceland', 'Ireland', 'Italy', 'Liechtenstein', 'Luxembourg', 'Malta', 'Monaco', 'Netherlands', 'Norway', 'Portugal', 'San Marino', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', 'Vatican']","['AND', 'AUT', 'BEL', 'DNK', 'FRO', 'FIN', 'FRA', 'DEU', 'GIB', 'GRC', 'ISL', 'IRL', 'ITA', 'LIE', 'LUX', 'MLT', 'MCO', 'NLD', 'NOR', 'PRT', 'SMR', 'ESP', 'SWE', 'CHE', 'GBR', 'VAT']"
173,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Sub-Saharan Africa,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Angola', 'Benin', 'Congo', 'Democratic Republic of the Congo', 'Burundi', 'Cameroon', 'Chad', 'Comoros', 'Central African Republic', 'Cabo Verde', 'Djibouti', 'Equatorial Guinea', 'Eswatini', 'Eritrea', 'Ethiopia', 'Gambia', 'Gabon', 'Ghana', 'Guinea', ""Côte d'Ivoire"", 'Kenya', 'Liberia', 'Madagascar', 'Mali', 'Mauritius', 'Mauritania', 'Mozambique', 'Malawi', 'Niger', 'Nigeria', 'Guinea-Bissau', 'Rwanda', 'Seychelles', 'South Africa', 'Lesotho', 'Botswana', 'Senegal', 'Sierra Leone', 'Somalia', 'Togo', 'Sao Tome and Principe', 'Tanzania', 'Uganda', 'Burkina Faso', 'Namibia', 'Zambia', 'Zimbabwe', 'Western Sahara']","['AGO', 'BEN', 'COG', 'COD', 'BDI', 'CMR', 'TCD', 'COM', 'CAF', 'CPV', 'DJI', 'GNQ', 'SWZ', 'ERI', 'ETH', 'GMB', 'GAB', 'GHA', 'GIN', 'CIV', 'KEN', 'LBR', 'MDG', 'MLI', 'MUS', 'MRT', 'MOZ', 'MWI', 'NER', 'NGA', 'GNB', 'RWA', 'SYC', 'ZAF', 'LSO', 'BWA', 'SEN', 'SLE', 'SOM', 'TGO', 'STP', 'TZA', 'UGA', 'BFA', 'NAM', 'ZMB', 'ZWE', 'ESH']"
174,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Rest of Centrally Planned Asia,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Cambodia', 'North Korea', 'Laos', 'Mongolia', 'Macao', 'Viet Nam']","['KHM', 'PRK', 'LAO', 'MNG', 'MAC', 'VNM']"
175,MESSAGEix-GLOBIOM-GAINS 2.1-R12|China,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['China', 'Hong Kong']","['CHN', 'HKG']"
176,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Eastern Europe,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Albania', 'Bosnia and Herzegovina', 'Bulgaria', 'Estonia', 'Czechia', 'Croatia', 'Hungary', 'Latvia', 'Lithuania', 'Slovakia', 'North Macedonia', 'Montenegro', 'Poland', 'Romania', 'Slovenia', 'Serbia']","['ALB', 'BIH', 'BGR', 'EST', 'CZE', 'HRV', 'HUN', 'LVA', 'LTU', 'SVK', 'MKD', 'MNE', 'POL', 'ROU', 'SVN', 'SRB']"
177,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Former Soviet Union,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Azerbaijan', 'Armenia', 'Georgia', 'Kyrgyzstan', 'Kazakhstan', 'Belarus', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['AZE', 'ARM', 'GEO', 'KGZ', 'KAZ', 'BLR', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
178,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Latin America and the Caribbean,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Antigua and Barbuda', 'Argentina', 'Barbados', 'Bermuda', 'Bahamas', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Cayman Islands', 'Colombia', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Falkland Islands (Malvinas)', 'Grenada', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Mexico', 'Aruba', 'Anguilla', 'Suriname', 'Nicaragua', 'Paraguay', 'Peru', 'Panama', 'Saint Kitts and Nevis', 'Saint Lucia', 'Trinidad and Tobago', 'Uruguay', 'Saint Vincent and the Grenadines', 'Venezuela', 'Guadeloupe', 'Turks and Caicos Islands']","['ATG', 'ARG', 'BRB', 'BMU', 'BHS', 'BLZ', 'BOL', 'BRA', 'CHL', 'CYM', 'COL', 'CRI', 'CUB', 'DMA', 'DOM', 'ECU', 'SLV', 'GUF', 'FLK', 'GRD', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'MEX', 'ABW', 'AIA', 'SUR', 'NIC', 'PRY', 'PER', 'PAN', 'KNA', 'LCA', 'TTO', 'URY', 'VCT', 'VEN', 'GLP', 'TCA']"
179,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Middle East and North Africa,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Israel', 'Iraq', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'South Sudan', 'Syria', 'Tunisia', 'Yemen', 'United Arab Emirates']","['DZA', 'BHR', 'EGY', 'IRN', 'ISR', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SSD', 'SYR', 'TUN', 'YEM', 'ARE']"
180,MESSAGEix-GLOBIOM-GAINS 2.1-R12|North America,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Canada', 'Guam', 'United States Minor Outlying Islands', 'Puerto Rico', 'United States', 'United States Virgin Islands']","['CAN', 'GUM', 'UMI', 'PRI', 'USA', 'VIR']"
181,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Pacific OECD,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Australia', 'Japan', 'New Zealand', 'Christmas Island', 'Heard Island and McDonald Islands', 'Tokelau']","['AUS', 'JPN', 'NZL', 'CXR', 'HMD', 'TKL']"
182,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Other Pacific Asia,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['American Samoa', 'Myanmar', 'Solomon Islands', 'Brunei Darussalam', 'Cook Islands', 'Fiji', 'Micronesia', 'French Polynesia', 'Kiribati', 'South Korea', 'Malaysia', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Cocos (Keeling) Islands', 'Vanuatu', 'Nauru', 'Papua New Guinea', 'Philippines', 'Singapore', 'Thailand', 'Tonga', 'Tuvalu', 'Samoa', 'Indonesia', 'Timor-Leste', 'Palau', 'Marshall Islands', 'Taiwan']","['ASM', 'MMR', 'SLB', 'BRN', 'COK', 'FJI', 'FSM', 'PYF', 'KIR', 'KOR', 'MYS', 'NCL', 'NIU', 'MNP', 'CCK', 'VUT', 'NRU', 'PNG', 'PHL', 'SGP', 'THA', 'TON', 'TUV', 'WSM', 'IDN', 'TLS', 'PLW', 'MHL', 'TWN']"
183,MESSAGEix-GLOBIOM-GAINS 2.1-R12|South Asia,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Bangladesh', 'Sri Lanka', 'Afghanistan', 'Bhutan', 'India', 'Maldives', 'Nepal', 'Pakistan']","['BGD', 'LKA', 'AFG', 'BTN', 'IND', 'MDV', 'NPL', 'PAK']"
184,MESSAGEix-GLOBIOM-GAINS 2.1-R12|Western Europe,MESSAGEix-GLOBIOM-GAINS 2.1-R12,"['Cyprus', 'Denmark', 'Ireland', 'Austria', 'Finland', 'France', 'Greenland', 'Germany', 'Greece', 'Iceland', 'Italy', 'Liechtenstein', 'Malta', 'Belgium', 'Faroe Islands', 'Andorra', 'Gibraltar', 'Isle of Man', 'Luxembourg', 'Monaco', 'Mayotte', 'Åland Islands', 'Norfolk Island', 'British Indian Ocean Territory', 'Netherlands', 'Norway', 'Portugal', 'Réunion', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'British Virgin Islands', 'Wallis and Futuna', 'Pitcairn', 'Saint Pierre and Miquelon', 'San Marino', 'Vatican', 'Svalbard and Jan Mayen', 'Saint Martin (French part)', 'Saint Barthélemy', 'Guernsey', 'Jersey', 'South Georgia and the South Sandwich Islands']","['CYP', 'DNK', 'IRL', 'AUT', 'FIN', 'FRA', 'GRL', 'DEU', 'GRC', 'ISL', 'ITA', 'LIE', 'MLT', 'BEL', 'FRO', 'AND', 'GIB', 'IMN', 'LUX', 'MCO', 'MYT', 'ALA', 'NFK', 'IOT', 'NLD', 'NOR', 'PRT', 'REU', 'ESP', 'SWE', 'CHE', 'TUR', 'GBR', 'VGB', 'WLF', 'PCN', 'SPM', 'SMR', 'VAT', 'SJM', 'MAF', 'BLM', 'GGY', 'JEY', 'SGS']"
185,MESSAGEix-GLOBIOM 1.1-R12|Sub-Saharan Africa,MESSAGEix-GLOBIOM 1.1-R12,"['Angola', 'Benin', 'Congo', 'Democratic Republic of the Congo', 'Burundi', 'Cameroon', 'Chad', 'Comoros', 'Central African Republic', 'Cabo Verde', 'Djibouti', 'Equatorial Guinea', 'Eswatini', 'Eritrea', 'Ethiopia', 'Gambia', 'Gabon', 'Ghana', 'Guinea', ""Côte d'Ivoire"", 'Kenya', 'Liberia', 'Madagascar', 'Mali', 'Mauritius', 'Mauritania', 'Mozambique', 'Malawi', 'Niger', 'Nigeria', 'Guinea-Bissau', 'Rwanda', 'Seychelles', 'South Africa', 'Lesotho', 'Botswana', 'Senegal', 'Sierra Leone', 'Somalia', 'Togo', 'Sao Tome and Principe', 'Tanzania', 'Uganda', 'Burkina Faso', 'Namibia', 'Zambia', 'Zimbabwe', 'Western Sahara']","['AGO', 'BEN', 'COG', 'COD', 'BDI', 'CMR', 'TCD', 'COM', 'CAF', 'CPV', 'DJI', 'GNQ', 'SWZ', 'ERI', 'ETH', 'GMB', 'GAB', 'GHA', 'GIN', 'CIV', 'KEN', 'LBR', 'MDG', 'MLI', 'MUS', 'MRT', 'MOZ', 'MWI', 'NER', 'NGA', 'GNB', 'RWA', 'SYC', 'ZAF', 'LSO', 'BWA', 'SEN', 'SLE', 'SOM', 'TGO', 'STP', 'TZA', 'UGA', 'BFA', 'NAM', 'ZMB', 'ZWE', 'ESH']"
186,MESSAGEix-GLOBIOM 1.1-R12|Rest of Centrally Planned Asia,MESSAGEix-GLOBIOM 1.1-R12,"['Cambodia', 'North Korea', 'Laos', 'Mongolia', 'Macao', 'Viet Nam']","['KHM', 'PRK', 'LAO', 'MNG', 'MAC', 'VNM']"
187,MESSAGEix-GLOBIOM 1.1-R12|China,MESSAGEix-GLOBIOM 1.1-R12,"['China', 'Hong Kong']","['CHN', 'HKG']"
188,MESSAGEix-GLOBIOM 1.1-R12|Eastern Europe,MESSAGEix-GLOBIOM 1.1-R12,"['Albania', 'Bosnia and Herzegovina', 'Bulgaria', 'Estonia', 'Czechia', 'Croatia', 'Hungary', 'Latvia', 'Lithuania', 'Slovakia', 'North Macedonia', 'Montenegro', 'Poland', 'Romania', 'Slovenia', 'Serbia']","['ALB', 'BIH', 'BGR', 'EST', 'CZE', 'HRV', 'HUN', 'LVA', 'LTU', 'SVK', 'MKD', 'MNE', 'POL', 'ROU', 'SVN', 'SRB']"
189,MESSAGEix-GLOBIOM 1.1-R12|Former Soviet Union,MESSAGEix-GLOBIOM 1.1-R12,"['Azerbaijan', 'Armenia', 'Georgia', 'Kyrgyzstan', 'Kazakhstan', 'Belarus', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['AZE', 'ARM', 'GEO', 'KGZ', 'KAZ', 'BLR', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
190,MESSAGEix-GLOBIOM 1.1-R12|Latin America and the Caribbean,MESSAGEix-GLOBIOM 1.1-R12,"['Antigua and Barbuda', 'Argentina', 'Barbados', 'Bermuda', 'Bahamas', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Cayman Islands', 'Colombia', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Falkland Islands (Malvinas)', 'Grenada', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Montserrat', 'Mexico', 'Aruba', 'Anguilla', 'Suriname', 'Nicaragua', 'Paraguay', 'Peru', 'Panama', 'Saint Kitts and Nevis', 'Saint Lucia', 'Trinidad and Tobago', 'Uruguay', 'Saint Vincent and the Grenadines', 'Venezuela', 'Guadeloupe', 'Turks and Caicos Islands']","['ATG', 'ARG', 'BRB', 'BMU', 'BHS', 'BLZ', 'BOL', 'BRA', 'CHL', 'CYM', 'COL', 'CRI', 'CUB', 'DMA', 'DOM', 'ECU', 'SLV', 'GUF', 'FLK', 'GRD', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MSR', 'MEX', 'ABW', 'AIA', 'SUR', 'NIC', 'PRY', 'PER', 'PAN', 'KNA', 'LCA', 'TTO', 'URY', 'VCT', 'VEN', 'GLP', 'TCA']"
191,MESSAGEix-GLOBIOM 1.1-R12|Middle East and North Africa,MESSAGEix-GLOBIOM 1.1-R12,"['Algeria', 'Bahrain', 'Egypt', 'Iran', 'Israel', 'Iraq', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Sudan', 'South Sudan', 'Syria', 'Tunisia', 'Yemen', 'United Arab Emirates']","['DZA', 'BHR', 'EGY', 'IRN', 'ISR', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SSD', 'SYR', 'TUN', 'YEM', 'ARE']"
192,MESSAGEix-GLOBIOM 1.1-R12|North America,MESSAGEix-GLOBIOM 1.1-R12,"['Canada', 'Guam', 'United States Minor Outlying Islands', 'Puerto Rico', 'United States', 'United States Virgin Islands']","['CAN', 'GUM', 'UMI', 'PRI', 'USA', 'VIR']"
193,MESSAGEix-GLOBIOM 1.1-R12|Pacific OECD,MESSAGEix-GLOBIOM 1.1-R12,"['Australia', 'Japan', 'New Zealand', 'Christmas Island', 'Heard Island and McDonald Islands', 'Tokelau']","['AUS', 'JPN', 'NZL', 'CXR', 'HMD', 'TKL']"
194,MESSAGEix-GLOBIOM 1.1-R12|Other Pacific Asia,MESSAGEix-GLOBIOM 1.1-R12,"['American Samoa', 'Myanmar', 'Solomon Islands', 'Brunei Darussalam', 'Cook Islands', 'Fiji', 'Micronesia', 'French Polynesia', 'Kiribati', 'South Korea', 'Malaysia', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Cocos (Keeling) Islands', 'Vanuatu', 'Nauru', 'Papua New Guinea', 'Philippines', 'Singapore', 'Thailand', 'Tonga', 'Tuvalu', 'Samoa', 'Indonesia', 'Timor-Leste', 'Palau', 'Marshall Islands', 'Taiwan']","['ASM', 'MMR', 'SLB', 'BRN', 'COK', 'FJI', 'FSM', 'PYF', 'KIR', 'KOR', 'MYS', 'NCL', 'NIU', 'MNP', 'CCK', 'VUT', 'NRU', 'PNG', 'PHL', 'SGP', 'THA', 'TON', 'TUV', 'WSM', 'IDN', 'TLS', 'PLW', 'MHL', 'TWN']"
195,MESSAGEix-GLOBIOM 1.1-R12|South Asia,MESSAGEix-GLOBIOM 1.1-R12,"['Bangladesh', 'Sri Lanka', 'Afghanistan', 'Bhutan', 'India', 'Maldives', 'Nepal', 'Pakistan']","['BGD', 'LKA', 'AFG', 'BTN', 'IND', 'MDV', 'NPL', 'PAK']"
196,MESSAGEix-GLOBIOM 1.1-R12|Western Europe,MESSAGEix-GLOBIOM 1.1-R12,"['Cyprus', 'Denmark', 'Ireland', 'Austria', 'Finland', 'France', 'Greenland', 'Germany', 'Greece', 'Iceland', 'Italy', 'Liechtenstein', 'Malta', 'Belgium', 'Faroe Islands', 'Andorra', 'Gibraltar', 'Isle of Man', 'Luxembourg', 'Monaco', 'Mayotte', 'Åland Islands', 'Norfolk Island', 'British Indian Ocean Territory', 'Netherlands', 'Norway', 'Portugal', 'Réunion', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'British Virgin Islands', 'Wallis and Futuna', 'Pitcairn', 'Saint Pierre and Miquelon', 'San Marino', 'Vatican', 'Svalbard and Jan Mayen', 'Saint Martin (French part)', 'Saint Barthélemy', 'Guernsey', 'Jersey', 'South Georgia and the South Sandwich Islands']","['CYP', 'DNK', 'IRL', 'AUT', 'FIN', 'FRA', 'GRL', 'DEU', 'GRC', 'ISL', 'ITA', 'LIE', 'MLT', 'BEL', 'FRO', 'AND', 'GIB', 'IMN', 'LUX', 'MCO', 'MYT', 'ALA', 'NFK', 'IOT', 'NLD', 'NOR', 'PRT', 'REU', 'ESP', 'SWE', 'CHE', 'TUR', 'GBR', 'VGB', 'WLF', 'PCN', 'SPM', 'SMR', 'VAT', 'SJM', 'MAF', 'BLM', 'GGY', 'JEY', 'SGS']"
197,MESSAGEix-GLOBIOM 1.1|Sub-Saharan Africa,MESSAGEix-GLOBIOM 1.1,,
198,MESSAGEix-GLOBIOM 1.1|Centrally Planned Asia and China,MESSAGEix-GLOBIOM 1.1,,
199,MESSAGEix-GLOBIOM 1.1|Eastern Europe,MESSAGEix-GLOBIOM 1.1,,
200,MESSAGEix-GLOBIOM 1.1|Former Soviet Union,MESSAGEix-GLOBIOM 1.1,,
201,MESSAGEix-GLOBIOM 1.1|Latin America and the Caribbean,MESSAGEix-GLOBIOM 1.1,,
202,MESSAGEix-GLOBIOM 1.1|Middle East and North Africa,MESSAGEix-GLOBIOM 1.1,,
203,MESSAGEix-GLOBIOM 1.1|North America,MESSAGEix-GLOBIOM 1.1,,
204,MESSAGEix-GLOBIOM 1.1|Pacific OECD,MESSAGEix-GLOBIOM 1.1,,
205,MESSAGEix-GLOBIOM 1.1|Other Pacific Asia,MESSAGEix-GLOBIOM 1.1,,
206,MESSAGEix-GLOBIOM 1.1|South Asia,MESSAGEix-GLOBIOM 1.1,,
207,MESSAGEix-GLOBIOM 1.1|Western Europe,MESSAGEix-GLOBIOM 1.1,,
208,MESSAGEix-GLOBIOM 2.1-R12|Sub-Saharan Africa,MESSAGEix-GLOBIOM 2.1-R12,"['Angola', 'Benin', 'Congo', 'Democratic Republic of the Congo', 'Burundi', 'Cameroon', 'Chad', 'Comoros', 'Central African Republic', 'Cabo Verde', 'Djibouti', 'Equatorial Guinea', 'Eswatini', 'Eritrea', 'Ethiopia', 'Gambia', 'Gabon', 'Ghana', 'Guinea', ""Côte d'Ivoire"", 'Kenya', 'Liberia', 'Madagascar', 'Mali', 'Mauritius', 'Mauritania', 'Mozambique', 'Malawi', 'Niger', 'Nigeria', 'Guinea-Bissau', 'Rwanda', 'Seychelles', 'South Africa', 'Lesotho', 'Botswana', 'Senegal', 'Sierra Leone', 'Somalia', 'Togo', 'Sao Tome and Principe', 'Tanzania', 'Uganda', 'Burkina Faso', 'Namibia', 'Zambia', 'Zimbabwe', 'Western Sahara']","['AGO', 'BEN', 'COG', 'COD', 'BDI', 'CMR', 'TCD', 'COM', 'CAF', 'CPV', 'DJI', 'GNQ', 'SWZ', 'ERI', 'ETH', 'GMB', 'GAB', 'GHA', 'GIN', 'CIV', 'KEN', 'LBR', 'MDG', 'MLI', 'MUS', 'MRT', 'MOZ', 'MWI', 'NER', 'NGA', 'GNB', 'RWA', 'SYC', 'ZAF', 'LSO', 'BWA', 'SEN', 'SLE', 'SOM', 'TGO', 'STP', 'TZA', 'UGA', 'BFA', 'NAM', 'ZMB', 'ZWE', 'ESH']"
209,MESSAGEix-GLOBIOM 2.1-R12|Rest of Centrally Planned Asia,MESSAGEix-GLOBIOM 2.1-R12,"['Cambodia', 'North Korea', 'Laos', 'Mongolia', 'Macao', 'Viet Nam']","['KHM', 'PRK', 'LAO', 'MNG', 'MAC', 'VNM']"
210,MESSAGEix-GLOBIOM 2.1-R12|China,MESSAGEix-GLOBIOM 2.1-R12,"['China', 'Hong Kong']","['CHN', 'HKG']"
211,MESSAGEix-GLOBIOM 2.1-R12|Eastern Europe,MESSAGEix-GLOBIOM 2.1-R12,"['Albania', 'Bosnia and Herzegovina', 'Bulgaria', 'Estonia', 'Czechia', 'Croatia', 'Hungary', 'Latvia', 'Lithuania', 'Slovakia', 'North Macedonia', 'Montenegro', 'Poland', 'Romania', 'Slovenia', 'Serbia']","['ALB', 'BIH', 'BGR', 'EST', 'CZE', 'HRV', 'HUN', 'LVA', 'LTU', 'SVK', 'MKD', 'MNE', 'POL', 'ROU', 'SVN', 'SRB']"
212,MESSAGEix-GLOBIOM 2.1-R12|Former Soviet Union,MESSAGEix-GLOBIOM 2.1-R12,"['Azerbaijan', 'Armenia', 'Georgia', 'Kyrgyzstan', 'Kazakhstan', 'Belarus', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['AZE', 'ARM', 'GEO', 'KGZ', 'KAZ', 'BLR', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
