"iso","sector","units","sector_description","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"abw","1A1a","kt","Public electricity and heat production","0.00010556150082111","0.00012098344098903","0.00019625511329643","0.00019786037706243","0.00019744678860805","0.00027444141103876","0.00024135791403421","0.00030356654465031","0.00029196197242729","0.00029930004082543","0.00032152501639073","0.00032148477354672","0.00031254546412701","0.00031388229923127","0.0003831452917806","0.00039046835298097","0.00042179289275533","0.00047882086495053","0.00052309632454826","0.00074190995831115","0.000672363841536312","0.00075693811997319","0.000869276081889265","0.000873433136066541","0.00100339183757609","0.00110436494848857","0.000735220651174263","0.00119978817560135","0.00125790004057683","0.00125476595254171","0.000972621573634354","0.0010019556381818","0.00108035263571503","0.00125833233048529","0.00129934110519042","0.00141399397832483","0.00160889385215631","0.00176370706066022","0.00176887315540872","0.00188683244236901","0.00175659372989729","0.00115446384832724","0.00143105535078189","0.00158592967446499","0.00166151536551132","0.00172770167312431","0.00179013177320296","0.00167913530604807","0.00172156129154575","0.00204971888463296","0.00180250134621656","0.00195078049371788","0.00199994359225075","0.00209039114302395"
"abw","1A2","kt","Manufacturing Industries and Construction","0.0002499781730481","0.000239281423516338","0.000186913521643619","0.000211285499551906","0.00019727379530424","0.000174506174062989","0.00015545034750147","0.000170944739575308","0.000161846771139749","0.000166956788057264","0.000168038321138937","0.000154580863005645","0.000163977173206392","0.000137943590373234","0.000129462868248155","0.000136420443290999","0.000162792517167354","0.000142963977817199","0.000139047486398883","0.000147151178157383","0.00015063429828075","0.000158842528556821","0.000137231104048076","0.000129604418275157","0.000134205985110431","0.000147605005731647","0.00011899596002238","0.00014554837245614","0.000123373405674438","0.000130810422691585","0.000113151700089225","0.000113585641088328","0.000196293842291565","0.000191849814795945","0.000184341257272196","0.000174474137542954","0.00016920243698996","0.000155376808899745","0.000127799753493877","0.000150678638801599","0.000161641790960222","0.000222408760005488","0.00028658730073838","0.000222439181585497","0.000243541057946114","0.000257196250203997","0.000257220242484076","0.00039331482337109","0.00033966439290443","0.0003387139116522","0.000302306395521955","0.000367458711080755","0.00036921670998833","0.00038227584757779"
"abw","1A3a","kt","Domestic aviation","2.1529710108446e-05","2.4675079381737e-05","1.4565059885604e-05","1.7187119320692e-05","2.3794560962449e-05","2.4201350052689e-05","2.9394089673585e-05","3.0284752422454e-05","3.6140419714713e-05","3.6188899605823e-05","3.9284660091681e-05","4.3454072823566e-05","4.6360209078613e-05","4.5215771612628e-05","4.2959985103407e-05","7.0785984148491e-05","7.3727020178537e-05","9.0471808916109e-05","9.0658363904803e-05","0.00015974657756043","0.0001902392650029","0.00022840645356387","0.00022508357280391","0.00020397687513791","0.00028686686545619","0.00033386809773877","0.00024465983102677","0.00049507144969494","0.000418504694387","0.00043921363149271","0.00042097820270326","0.00032708260093952","0.00032922608568207","0.00036224615689633","0.00036558598653449","0.00039908711880118","0.00040279982291289","0.0004405385082984","0.00046364580050824","0.00041865660333075","0.00039880853364827","0.00039461925305193","0.00039771532763387","0.00048423438285579","0.00051575340385256","0.00052894295864863","0.00053143783545224","0.00055107989415075","0.00046435332851414","0.00071340385948444","0.00031400199353034","0.0003492788713984","0.00049326324611803","0.00057850901915106"
"abw","1A3b_noRES","kt","Road transportation no resuspension","4.4315185541938e-05","4.8431783369665e-05","5.6513268291785e-05","6.7821533558406e-05","9.5536974488134e-05","0.00013546145078784","0.00014502594818475","0.00015223168241968","0.00018488665633303","0.00016559714447567","0.00026484642027412","0.00029910477245684","0.00031760668021487","0.00038832440830748","0.00038793974368169","0.00037215764785724","0.00046652025718666","0.00051456845142497","0.00056626214809405","0.00074446089164851","0.0018903729377806","0.0023504296719093","0.0027030893765959","0.0028142765109178","0.0030293668215511","0.0039327167272742","0.0029515337411713","0.0057879979289052","0.0076629408665991","0.0092860090137835","0.0036945689640387","0.0038098661546164","0.0039669130182595","0.0045799320889534","0.0048126219136938","0.0054129327178716","0.0063635571277657","0.0066270454198251","0.006457978553124","0.0066995143031693","0.0066734846055832","0.0032030113198358","0.0042071819892116","0.0046598061954857","0.0050721758714367","0.0053124212792482","0.00615563813986058","0.00597735889770707","0.00535674282635731","0.00650513129918944","0.00505417360071774","0.0056011639445324","0.00556312527262991","0.00583357333436953"
"abw","1A3d","kt","Inland navigation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2552785741488e-06","1.5948874356391e-06","5.6273536173338e-05","6.4174262053917e-05","5.1331393738028e-05","7.3636090093098e-05","7.4040615064527e-05","7.7839811056204e-05","4.9831296194725e-05","7.5659858088365e-05","7.1980756169492e-05","7.5197071657556e-05","5.6992355629243e-05","5.8022653288339e-05","6.392523631367e-05","7.5165370228161e-05","8.293435084387e-05","9.6457826191667e-05","0.00012348542723906","0.00011143294482703","0.00011378084362441","0.00011428109210746","0.00011258744689791","8.6305419853109e-05","0.00020007148979803","0.00022291329041277","0.00024880165646972","0.00026110116649361","0.00027659972951055","0.00026432389281761","0.00026033755251683","0.00030745551322521","0.00026637886412039","0.00028880336078476","0.0002936506476637","0.00032831395038514"
"abw","1A3e","kt","Other transportation","0","0","0","0","0","0","0","0","0","0","0","5.1526098217994e-07","5.4972078131554e-07","9.1640244421891e-07","1.3132138051376e-06","1.3719933364502e-06","1.4284644524114e-06","2.2231454653261e-06","1.5063342889785e-06","1.9138649227669e-06","3.4503637663951e-05","3.7054621598733e-05","4.3632405421409e-05","4.3888748063961e-05","4.8856767954951e-05","5.4456684189134e-05","3.7579145984466e-05","5.9056132208721e-05","6.2106129280794e-05","6.2096838513764e-05","1.2078158081799e-05","1.5477901367667e-05","1.8438061277061e-05","2.4501835866093e-05","2.5579629754276e-05","2.7526415964039e-05","3.1390913891105e-05","3.7227315709489e-05","4.1328536480745e-05","5.5695556419189e-05","4.1392083646248e-05","3.7513295970554e-05","4.9934777819073e-05","5.3714092454322e-05","5.4994512675853e-05","5.4195432773291e-05","5.5366764108505e-05","4.7096559955443e-05","4.9814148552251e-05","5.177498847246e-05","4.8853844730634e-05","5.0596366376498e-05","5.0250015167518e-05","5.2695381971082e-05"
"abw","1A4","kt","Residential and other sectors","8.6079229214204e-05","9.218842015904e-05","0.000104301975916145","0.000126452289315205","0.000123034497916318","0.000119821345593416","0.000188413369806119","0.000219436781671539","0.000262927939860508","0.00030802566914439","0.00028381555474443","0.000173639639601436","0.000167565132947249","0.000182230017013184","0.000723016794468921","0.000772032184178086","0.00084074233174325","0.000933327118939365","0.00103658761577624","0.00145511163226797","0.00136548090728738","0.00156669826268978","0.00166921606506709","0.00164724068002638","0.00182851915095393","0.00180156418824965","0.00127350290799101","0.00218802256887361","0.00259236650462202","0.00214933764437059","0.000765236377182559","0.000760492051597187","0.000665260152448338","0.000715813508985826","0.000823671130170573","0.00101184178101827","0.000896326718295422","0.00119985181788686","0.000870952792227135","0.00120430062120897","0.00107427838575805","0.00037479256567459","0.00042091506156346","0.00051314832142844","0.00054604185594022","0.00055472848982286","0.00062384498825374","0.00057190342388567","0.00090373557012141","0.00105575677764381","0.0008712556516095","0.00095873080678833","0.00092755688845585","0.00096717166245498"
"abw","1B1","kt","Fugitive emissions from solid fuels","5.6762120782535e-06","5.5731047673018e-06","5.7584565916399e-06","5.941772844762e-06","5.8865266063487e-06","5.9734504942727e-06","6.9161177020084e-06","6.7165151253241e-06","6.8033256021409e-06","7.5762242990654e-06","5.2297223559621e-06","5.1856693663649e-06","5.0979310344828e-06","4.7781122376125e-06","5.7023559663632e-06","6.4488611688612e-06","6.618658400496e-06","5.7016387665198e-06","6.2317166679416e-06","5.8141240544629e-06","1.7885402011843e-05","1.7835530505848e-05","1.4791914346895e-05","1.4983783783784e-05","1.5172276595745e-05","1.5031267605634e-05","1.566293393905e-05","1.5796040703053e-05","1.6481952040387e-05","1.6671079608693e-05","2.9821497466692e-05","3.0392657813353e-05","3.2094956828194e-05","3.2522026266417e-05","3.2854687886534e-05","3.332405926398e-05","3.3478820524727e-05","3.3338103176391e-05","3.3513247513166e-05","3.3410376237624e-05","3.332550297884e-05","7.1931612538831e-05","7.4178968609865e-05","7.356046692607e-05","9.3272751235585e-05","8.858347826087e-05","9.1509577388964e-05","9.358600798722e-05","9.5045656282999e-05","9.5190260869565e-05","9.3596777691712e-05","0.00010041898688609","0.00010484923630753","0.00010484923630753"
"abw","1B2","kt","Fugitive emissions from oil and gas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8994878740355e-07","0","0","0","0","0","0","0","0","4.6362631313944e-06","4.6081464242415e-06","6.236708830333e-06","4.9233462261528e-06","4.9449185819816e-06","4.9161878762365e-06","7.1510691197887e-06","8.6627628134866e-06","8.9532109922062e-06","1.0239795045552e-05","9.0415414933456e-06","8.7696737584806e-06","2.5613792011429e-06","0","0","0","0","0","0","0","0","0","0","0"
"abw","3D","kt","Solvent and other product use: other","6.49693e-07","6.5384e-07","6.5824e-07","6.62673e-07","6.65808e-07","6.67227e-07","6.66446e-07","6.64026e-07","6.61133e-07","6.5978e-07","6.61056e-07","6.66237e-07","6.74795e-07","6.84211e-07","6.91196e-07","6.93286e-07","6.89084e-07","6.80163e-07","6.71869e-07","6.71352e-07","6.83639e-07","7.10842e-07","7.50585e-07","7.97544e-07","8.437e-07","8.83564e-07","9.152e-07","9.39961e-07","9.60047e-07","9.79055e-07","9.99383e-07","1.021878e-06","1.044912e-06","1.067187e-06","1.086107e-06","1.100341e-06","1.109152e-06","1.11342e-06","1.114883e-06","1.115983e-06","1.118359e-06","1.122583e-06","1.128347e-06","1.135057e-06","1.141745e-06","1.147751e-06","1.153042e-06","1.157904e-06","1.16237e-06","1.166583e-06","1.170818e-06","1.177e-06","1.177e-06","1.188e-06"
