"iso","sector","units","sector_description","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"abw","1A1a","kt","Public electricity and heat production","0.00065852173216281","0.00075472804482125","0.001337048338555","0.0012843752278275","0.0013216979172988","0.001791937607824","0.0014951980194145","0.0019700721147939","0.001748578450941","0.0018001710296734","0.0019584199103514","0.001936706416335","0.0018608243122847","0.001918588466027","0.0024089027500451","0.0023786070265111","0.0025646842255026","0.0028997252608423","0.0031501608110936","0.0047048250971992","0.00309951790235004","0.00340656671253489","0.00396864250663775","0.00401111506607292","0.00458865830767245","0.00510863265786157","0.00345775059484603","0.00578094725206874","0.00596130324703986","0.00577827630405949","0.00466566022993345","0.00487845340139862","0.00528048221590608","0.00621348603593219","0.00629882614390035","0.00734045539660512","0.00809484465127985","0.00932030869935375","0.00910078354850807","0.0095785402862207","0.00950797363201157","0.00675053015792731","0.0081590522924648","0.00890735073767106","0.009536343034807","0.00971531547085824","0.0101832361161918","0.00966837922129242","0.0100252700206569","0.0120778220454885","0.0102401495363391","0.00986828378568896","0.0102404057237311"
"abw","1A2","kt","Manufacturing Industries and Construction","0.00582253891028222","0.00551738836448963","0.00427148666822157","0.00478132999703102","0.00442272588676883","0.00388679694460786","0.00343153133681086","0.00372610485163793","0.00349639774797407","0.00357485689026495","0.00358146571442766","0.00328521563207698","0.00341624283634077","0.00287846500702615","0.00267605572984111","0.00274175632802955","0.00328447646189407","0.00285515274454208","0.00273250183014426","0.00295135382014383","0.0035143555263673","0.0036897345922205","0.0033671170460589","0.0032723001054988","0.0033989640265075","0.0036683559724551","0.002884372312021","0.0034807038619565","0.0030033643872963","0.0031023392866908","0.0026685071473897","0.0026234668678548","0.0046065514907708","0.0044218779170529","0.0041293927680838","0.0037812323664037","0.0035452728280238","0.0029174729144299","0.00220597671098497","0.00289014148299536","0.00281257467354037","0.0037007316427384","0.0047597496814384","0.00437388541077051","0.00474533825641613","0.00458935191182643","0.0048831559856339","0.005001173023916","0.0048534003187947","0.0052525981518972","0.0046316846647341","0.0045697211560083","0.004685869088524"
"abw","1A3a","kt","Domestic aviation","9.678028731854e-06","1.1085606586177e-05","6.5398110170881e-06","7.7127264362637e-06","1.0671716374843e-05","1.0847953019131e-05","1.3167995972922e-05","1.3559230092549e-05","1.6171688752145e-05","1.618410220233e-05","1.7558488129094e-05","1.9410886391754e-05","2.0697165814986e-05","2.0174645247937e-05","1.9157128328664e-05","3.1547411810972e-05","3.2839246296777e-05","4.0274456373017e-05","4.0334255482272e-05","7.1030901521321e-05","1.9325753209895e-05","2.5421425288588e-05","3.2401752483739e-05","3.1151661464856e-05","3.0560062480002e-05","3.5926033521777e-05","2.4322212571998e-05","3.8206987010006e-05","1.7300724470205e-05","1.8674518701334e-05","1.4729159658715e-05","1.3609568400491e-05","1.3107328400017e-05","1.5550432945095e-05","1.6847489550547e-05","1.7464808611699e-05","1.7611712794358e-05","1.9406458976281e-05","1.9156454061825e-05","2.0179637888305e-05","2.1765642493567e-05","1.8103432708088e-05","2.3712187175118e-05","2.6027519100251e-05","2.5990513969604e-05","2.8216855484246e-05","3.130393399948e-05","2.9659853259369e-05","3.2245075333185e-05","3.8086793102891e-05","2.2065904545285e-05","2.8228454463338e-05","3.7969259172517e-05"
"abw","1A3b_noRES","kt","Road transportation no resuspension","0.00016148352738457","0.00018680243701641","0.00022526061942976","0.000239436493904","0.00039154551486279","0.00044403413544082","0.0005085409758615","0.00048401141144238","0.00062453673646044","0.00071295756161093","0.0010006814701649","0.0010427502557272","0.0010085029421975","0.0012279103659258","0.00087593919286052","0.00084163004511051","0.0012655831277809","0.0013319136888535","0.0015452879729637","0.0023028311357428","0.0089787700423597","0.010117175166831","0.011197881005571","0.012159667673036","0.012956674244108","0.014215847877173","0.0083392397371774","0.013681906947572","0.015978711489943","0.016497883569584","0.012876058989511","0.013261795884679","0.013713691738425","0.015259806612182","0.013976935123787","0.015328081488391","0.016776293170068","0.018808249232206","0.021126524335473","0.022541786559878","0.024878431976956","0.0085865028310058","0.013755122184876","0.0158053859014741","0.016297337973981","0.016655564864996","0.0152368501039339","0.0140698748341169","0.0147100673289698","0.0180716965449006","0.0153207809053982","0.0147650600670089","0.0153215644269537"
"abw","1A3b_RES","kt","Road transportation resuspension","5.0285518788061e-06","5.7721385311179e-06","6.5459596162665e-06","8.2626357862602e-06","1.0033777730123e-05","1.6597001949423e-05","1.9560385255964e-05","2.2411936171737e-05","2.4191395518476e-05","2.196119425646e-05","3.6475096182073e-05","3.9847242296652e-05","4.3980073154206e-05","4.9849175555359e-05","6.0629632321766e-05","5.9928378586574e-05","6.779721682645e-05","7.6390787994806e-05","8.3989385592525e-05","0.00012169991951002","0.00023439162336806","0.0002697644119588","0.00030954293153738","0.00031949461646754","0.00036284939602514","0.00039830794323922","0.0002616884394258","0.00044699270790117","0.00047327913911061","0.00048734898354058","0.00039344963909631","0.00040072056518722","0.00042279566642864","0.00047110480847408","0.00046382138600504","0.00052064641644306","0.00055667521519235","0.00059707177240645","0.00060651169591766","0.00066287103003731","0.00070581519329835","0.00040502374156898","0.00051039319752253","0.000588280770836097","0.00062785947518922","0.00061753178125335","0.000617345452292966","0.000607050545091696","0.000702944708980637","0.000798016844594221","0.000676540528397327","0.000651958837490412","0.000676551612168951"
"abw","1A3d","kt","Inland navigation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7700584977176e-05","6.0605721486421e-05","0.0012309555493168","0.0014037799891454","0.00071154741282403","0.0014889435769367","0.0013763753806594","0.0013060578248042","0.00074173308019255","0.00087423268538039","0.00067119492398295","0.00076915155890096","0.00044801690955484","0.00036622875080592","0.00037810089731128","0.00041870662663202","0.00041904119565338","0.00046345904016404","0.00092674485887085","0.0010684926502342","0.0013798401961218","0.0013245088085833","0.0012435459010918","0.00069556857461528","0.004552746700672","0.0051326146250607","0.0058990948983725","0.006004470879473","0.006421354531226","0.0061280708814994","0.0059786866074586","0.0064246759041482","0.0054466345649353","0.0054868806331491","0.0056746956181468"
"abw","1A3e","kt","Other transportation","0","0","0","0","0","0","0","0","0","0","0","8.278526301158e-06","8.8321803975147e-06","1.472353191198e-05","2.1098968097451e-05","2.2043359217232e-05","2.2950661797689e-05","3.5718535464626e-05","2.4201770483156e-05","3.0749429217321e-05","0.00020581776712345","0.00021422914516078","0.00026211847341482","0.00028044096933284","0.00034058036208481","0.0003930152517636","0.0002615800422184","0.00039875551070728","0.0004553423673559","0.00054775730858884","0.00040751704820912","0.00048779202542668","0.0005233541037114","0.00069984501803666","0.00081085119344776","0.00088451552735118","0.0011016007605292","0.0010784065177183","0.0010659659935369","0.001443403795982","0.00090396941637598","0.00080195050230339","0.0010469528409963","0.0010972344374319","0.0011696164821684","0.0011180804612145","0.0011477637111027","0.00088665461450138","0.00093727866942439","0.0010353470626521","0.00087812822465082","0.00084619628920897","0.00087812822465082"
"abw","1A4","kt","Residential and other sectors","0.000441761529218035","0.000432806808248492","0.000443907031376598","0.00046768473110181","0.00046242585979458","0.000436695658837976","0.000427039442635126","0.00043513670556585","0.00044954347681083","0.0004643222464459","0.00047121610381816","0.00050247502088083","0.00049988583826323","0.00047791866939398","0.0005063767806161","0.00054164079959578","0.00056801161782431","0.00055329336474482","0.00058426292801985","0.00071007228295244","0.00099452878767039","0.00103521107694104","0.00102114161628639","0.00099916099287053","0.00097875294285919","0.00102182660164843","0.00089715080802673","0.001035514399216","0.00108868332791205","0.00099573723000285","0.00086966230946371","0.00089397335167657","0.00092733040368199","0.00101263747498447","0.00105628315785981","0.00102745100303992","0.00097427549590374","0.00093646780955618","0.00097215047754353","0.00127499737205311","0.00123434543347914","0.00192133747400281","0.00219178193257914","0.00234915653237432","0.00250085964078596","0.00229915321302913","0.00271698531571453","0.00256425800680768","0.00264482082494467","0.00207760969788734","0.00288427639605","0.00290488147480287","0.0029196809506142"
"abw","1B1","kt","Fugitive emissions from solid fuels","0.000191166897250916","0.000188313735351606","0.000195203727691696","0.000202121440847289","0.000200924587071379","0.000204583680461869","0.000237659445140102","0.000231629065550002","0.000235453661167352","0.000263090772489322","0.000182438792021172","0.000181623567389607","0.000179099329798156","0.000168622568371422","0.000201960525162437","0.000229310702332145","0.000236269211408595","0.000204450050066495","0.000224312176741765","0.000210197127443445","0.000647950486283665","0.000608954745364555","0.000530360689434505","0.000534377388725915","0.000538201365892585","0.000530342519876745","0.000549617810429635","0.000551274104478505","0.000571909743126922","0.000575290721759882","0.00102301349843168","0.00103685390892322","0.00108873400640968","0.00109701902206108","0.00110202328297502","0.00111141095943042","0.00111656966793612","0.00111187908982722","0.00111771723417602","0.00111428819178152","0.00111145908325732","0.00239843683037872","0.00247334869671412","0.00245262174409444","0.00310958769808558","0.00295322357982068","0.0030507051037284","0.00310563993262408","0.00315671598762408","0.00316287562104848","0.00303915472147897","0.00317937773446703","0.00317934874260561"
"abw","2A4","kt","Soda ash production and use","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6e-11","3.78e-11","4.032e-11","4.284e-11","4.536e-11","4.788e-11","5.04e-11","5.022e-10","6.12e-11","7.74e-11","6.354e-10","7.52904e-10","8.9213791818697e-10","1.0571202504794e-09"
